"RestaurantID";"City";"HotelName";"HotelTele";"HotelAddress";"RestaurantName";"RestaurantTele";"RestaurantAddress";"RestaurantOpenTime";"Introduction";"Price";"Park";"Smoke";"Location"
99;"广州";"广州希尔顿逸林酒店";"86 20-2833 2888";"中国广东省广州市越秀区东风路391号";"布里斯吧";" 28332888-6220";"东风路391号希尔顿逸林酒店2楼";"10:00-22:00";"爱上这难以抗拒的极致诱惑。每一次相遇都让人心神荡漾&hellip;轻缓调酝一种从未有过的恋爱滋味。诱人香气沁入心间，醇香味道魅惑味蕾。在Barista品尝一&ldquo;碗&rdquo;咖啡&hellip; 每一刻都想念的美好滋味。享受富有创意的&ldquo;碗&rdquo;咖啡和果汁饮料、有机蔬菜沙律和美味小食，还有手工酿制的限量版啤酒，精彩的体育节目直播及欢快的音乐! 一个适合小憩及商务洽谈的理想场所。 营业时间：从早上11时至第二天凌晨1时";"-";"";"";0
100;"广州";"广州希尔顿逸林酒店";"86 20-2833 2888";"中国广东省广州市越秀区东风路391号";"甜速站";" 020-28332888";"东风路391号1楼";"10:00-22:00";"忙碌时刻，我们位于一楼的甜速站轻便小食能满足您的味蕾， 让您保持生活节奏，紧随工作步调。纸杯蛋糕、曲奇饼、精美蛋糕和酥皮糕点，美味餐食随您点，无须放缓步伐，我们会为您打包好，让美食也能跟着走！ 每月不同口味，每月特色推广，满足不同美味追去的客人。营业时间：从早上10时至晚上8时";"22";"";"";0
101;"广州";"广州汇华希尔顿逸林酒店";"(86) 20 3223 8888";"中国广东省广州市黄埔区（原萝岗区）水西路18号";"林廊 · 大堂吧";"";"";"";"位于酒店1层明亮舒适的大堂吧提供精致的咖啡、茶、鸡尾酒，以及各种软饮和酒精饮料。这里舒适的环境十分适合商务会面或朋友聚会；无论白天还是夜晚，都将是您娱乐、工作或休闲的好去处。 营业时间：10:00 - 22:00美味热线：+86 20 3865 9566";"";"";"";0
102;"广州";"广州汇华希尔顿逸林酒店";"(86) 20 3223 8888";"中国广东省广州市黄埔区（原萝岗区）水西路18号";"元素 · 全日制餐厅";"";"";"";"全日制餐厅以金木水火土&ldquo;五行&rdquo;元素为灵感，极力打造全新的健康饮食体验。餐厅提供各式亚洲美食、西式烧烤及新鲜海鲜等，是您亲朋小聚、商务聚餐等不可错过的理想选择。营业时间：24小时自助早餐：06:30 - 10:00 (周一至周五) / 06:30 - 11:00 (周六至周日)自助午餐：11:30 - 14:30自助晚餐：17:30 - 21:30美味热线： +86 20 3865 9566 ";"";"";"";0
103;"广州";"广州汇华希尔顿逸林酒店";"(86) 20 3223 8888";"中国广东省广州市黄埔区（原萝岗区）水西路18号";"汇华阁 · 中餐厅";"";"";"";"中餐厅位于酒店2层，氛围高贵、典雅。餐厅提供地道的粤菜、点心及各大菜系的经典名菜，汇聚中华美食，为您定制最高品质的美食盛宴。餐厅的大厅可容纳80个坐席，另设10间私人贵宾包厢。 营业时间：早茶：08:00 - 14:30午市：11:30 - 14:30晚市：17:30 - 22:00 美味热线： +86 20 3865 9777";"";"";"";0
104;"广州";"广州汇华希尔顿逸林酒店";"(86) 20 3223 8888";"中国广东省广州市黄埔区（原萝岗区）水西路18号";"潮尚 · 中餐厅";"";"";"";"特色餐厅共设7个贵宾包厢，是广州独具特色的高档潮州菜餐厅。潮州菜以新鲜海鲜和高端时令食材为主要材料进行烹制，在岭南菜系的基础上更添独特风味并以颇具特色的风味而闻名全国。潮尚特色餐厅是您商务宴请及私人聚会的绝佳场所。 营业时间：17:30 - 22:00（如需用餐，请至少提前24小时预订） ";"";"";"";0
105;"无锡";"无锡希尔顿逸林酒店";"0510-8181 8888";"中国江苏省无锡市新区高浪路19号";"随园中餐厅";" 0510-81121280 81818888-1280";"高浪路19号希尔顿逸林酒店2楼";"11:30-14:00 17:00-21:30";"传承&ldquo;以味为核心，以养为目的&rdquo;淮扬菜的传统，随园中餐厅为您奉上的是新鲜食材的最佳状态，让您全心品味淮扬菜的清鲜、醇和。品质低调奢华的11间包厢是公司宴请、亲朋聚会的佳选。";"154";"";"";0
106;"无锡";"无锡希尔顿逸林酒店";"0510-8181 8888";"中国江苏省无锡市新区高浪路19号";"咖啡厅";" 0510-81818888";"高浪路19号希尔顿逸林酒店1楼";"尚无营业时间";"这是一个可以同时享用美食与美景的餐厅，设计时尚色调明快、24小时源源不断的环球经典美食、整面落地窗直面小花园、充沛的阳光落入餐厅，为您带来轻松愉快的用餐体验。还有户外花园用餐区供您选择。";"139";"";"";0
107;"无锡";"无锡希尔顿逸林酒店";"0510-8181 8888";"中国江苏省无锡市新区高浪路19号";"大堂吧";" 0510-81121280";"高浪路19号希尔顿逸林酒店1楼";"7：00-23：00";"一壶清茶、一本好书、缓缓流淌的音乐还有透过落地窗倾泻而下的阳光都是在这消磨时间的理由。大堂吧为您提供免费无线上网服务。";"-";"";"";0
108;"无锡";"无锡希尔顿逸林酒店";"0510-8181 8888";"中国江苏省无锡市新区高浪路19号";"M吧";"";"";"";"这里是红酒迷、爵士FAN的最爱。岁月流转的爵士乐舒缓您的每根神经，馥郁的美酒惊艳您的每一个味蕾。傍晚和好友在松软的沙发里静静看着每线光的转移、变幻；夜晚映衬着窗外的车水马龙便又多了一份光影迷离的魅惑。";"";"";"";0
109;"无锡";"无锡灵山元一希尔顿逸林酒店";"0510-8535 5000";"中国江苏省无锡太湖国家旅游度假区七里风光堤99号";"咖啡厅";"";"";"";"咖啡厅独特的船型设计和装饰仿若泛舟太湖，让您尽享世界各地的美味佳肴。誉满全球的希尔顿逸林早餐，将伴随您美好一天的开始。位于酒店二层，开放式厨房设计随时为您提供中西式自助餐及零点佳肴。";"";"";"";0
110;"无锡";"无锡灵山元一希尔顿逸林酒店";"0510-8535 5000";"中国江苏省无锡太湖国家旅游度假区七里风光堤99号";"随园中餐厅";"";"";"";"清鲜平和的江浙菜制作精良，宛如江南女子般的温柔细腻，静谧的餐厅设计让您全心品尝鱼米之乡的恩赐。位于酒店一层，地道江浙民间小吃，会令小饕们食指大动；浓醇兼备的高汤浸润您的五脏六腑，齿颊留甘；另设5间包房，适合家庭、朋友聚会，商务宴请。 餐厅菜单";"";"";"";0
111;"无锡";"无锡灵山元一希尔顿逸林酒店";"0510-8535 5000";"中国江苏省无锡太湖国家旅游度假区七里风光堤99号";"小雅扒房";"";"";"";"顶级牛排，新鲜海鲜，太湖特产及当季精选食材将由我们的大厨现场料理，回味鲜甜的寿司入口绵软，开启您挑剔的味蕾。佐以馥郁芬芳的美酒将让您的用餐体验更完美。位于酒店二层，个性化的专人服务、无以复加的浪漫情调，极致您的用餐体验。小雅扒房在有特殊用餐需求时开放，可一览太湖美景，为团队提供理想的私人用餐空间，需提前进行预订。";"";"";"";0
112;"合肥";"合肥元一希尔顿酒店";"0551-6280 8888";"中国安徽省合肥市胜利路198号";"乐乐熊猫餐厅";" 62808888-6100";"胜利路198号元一希尔顿酒店3楼";"晚市:17:30-22:30";"位于酒店3层，在这里独特的美食已被演绎成表演艺术，多种不同类型融合了东西方饮食文化的美食食谱，由我们的美食艺术家为您隆重呈现。尽情享用，尽情欢乐！  ";"158";"";"";0
113;"合肥";"合肥元一希尔顿酒店";"0551-6280 8888";"中国安徽省合肥市胜利路198号";"禅餐厅";" 62808888-6000";"胜利路198号元一希尔顿酒店1楼";"9：30--21:30";"提供中西式自助餐及各式零点佳肴。雅致的户外花园。这个全天候提供美食的地方，不但拥有美味的中西佳肴，更有时尚优雅的环境，满足的微笑定会在您脸上绽放。 ";"138";"";"";0
114;"合肥";"合肥元一希尔顿酒店";"0551-6280 8888";"中国安徽省合肥市胜利路198号";"凤还巢中餐厅";" 62808888-6200";"胜利路198号元一希尔顿酒店1楼";"11:30-14:00,17:30-21:30";"合肥顶级食府，提供中式经典菜肴，21间豪华包间是您商务、聚友的最佳选择。美食的灵魂来自它带给人们的感悦；餐厅的灵魂则来自真正热爱美食的烹饪艺术家。殿堂级大师经典呈现。从适合三五知己的温馨小包到可容纳24位同桌用餐的顶级包厢满足您各种宴会需求。每一个细节，我们无微不至，全程提供周到并具个性化的服务。 ";"170";"";"";0
115;"合肥";"合肥元一希尔顿酒店";"0551-6280 8888";"中国安徽省合肥市胜利路198号";"莺蝶舸大堂吧";"";"";"";"浪漫的音符、新鲜的饮品，时尚舒适的环境，莺蝶舸是您三五好友相聚或私人畅谈的理想之处";"";"";"";0
116;"合肥";"合肥元一希尔顿酒店";"0551-6280 8888";"中国安徽省合肥市胜利路198号";"咖啡基诺";" 62808888-6003";"胜利路198号元一希尔顿酒店1楼";"尚无营业时间";"希尔顿享有盛誉的咖啡吧 —— 咖啡基诺供应醇正咖啡以及自制美味西点。";"36";"";"";0
117;"合肥";"合肥元一希尔顿酒店";"0551-6280 8888";"中国安徽省合肥市胜利路198号";"SOHO酒吧";"";"";"";"SOHO酒吧 —— 多样主题活动带来花样一周精彩，是您休闲放松去处的不二之选！";"";"";"";0
118;"西安";"西安万达希尔顿酒店";"029-8738 8888";"西安市新城区东新街199号";"鲜·咖啡";" 13991816241 13484474050";"民乐园万达广场步行街1号门外10159号底商";"上午10:30—下午10:30";"亚洲料理与西方美食的融合之所，供应多国风味的自助大餐及全天候的零点菜品，吧台还有品类丰富的红酒及啤酒提供。开放式厨房活力动感，厨师将为您现场炮制色香味俱全的佳肴。营业时间：上午6时 - 午夜12点";"14";"";"";0
119;"西安";"西安万达希尔顿酒店";"029-8738 8888";"西安市新城区东新街199号";"长乐宫";" 87388888-3535";"东新街199号西安万达希尔顿酒店一层";"午市 11:30-14:00 晚市:17:30-22:00";"长乐宫烹制风味清新的粤菜、特色陕菜及精致的淮扬菜，环境优雅融合唐风古韵，八间私属包房及氛围轻松的大厅提供多种用餐选择。营业时间：午餐：上午11时30分 - 下午2时晚餐：下午5时30分 - 晚上10时";"-";"";"";0
120;"西安";"西安万达希尔顿酒店";"029-8738 8888";"西安市新城区东新街199号";"大堂酒廊";" 87388888-3536";"东新街199号西安万达希尔顿酒店一层";"上午10点至凌晨1点";"大堂酒廊位于酒店大堂，在这里可品尝传统中式茶、新鲜烘焙的咖啡及果汁佐以美味小食，亦可携好友轻呷鸡尾酒共度静谧之夜。这里是释放身心、餐前小聚的惬意之选。营业时间：上午10时 - 凌晨1地址： 酒店大堂";"-";"";"";0
121;"沈阳";"沈阳保成希尔顿逸林酒店";"024-8411 8888";"中国辽宁省沈阳市沈河区风雨坛街89号";"元素阁";" 84118888-6288 024-84118888";"风雨坛街89号希尔顿逸林酒店8楼";"17:00-21:30";"元素阁&mdash;全日餐厅提供丰富多样的自助佳肴与零点菜式。让您尽享全球及亚洲的有机健康美食。独一无二的&ldquo;希尔顿逸林活力早餐&trade;&rdquo;更会使您无论身处何地，都可享受到同等标准的餐饮体验。营业时间： 早餐： 6:00 - 10:00 （周一至周五）    6:00 - 11:00 （周六、周日）午餐：11:30 - 14:00晚餐：17:30 - 21:30座位：182个";"138";"";"";0
122;"沈阳";"沈阳保成希尔顿逸林酒店";"024-8411 8888";"中国辽宁省沈阳市沈河区风雨坛街89号";"逸园中餐厅";" 024-84118749";"风雨坛街89号";"11:00-14:00,17:00-22:00";"逸园中餐厅为您带来非比寻常的用餐体验。逸园中餐厅是集中式古典浪漫与当代风尚流行于一身的完美结合。11间贵宾包房让您享受放松自在的用餐体验。 营业时间： 午餐：11:00 - 14:00晚餐：17:00 - 22:00座位：176个";"121";"";"";0
123;"沈阳";"沈阳保成希尔顿逸林酒店";"024-8411 8888";"中国辽宁省沈阳市沈河区风雨坛街89号";"大堂吧";" 024-84118737";"风雨坛街89号";"10:00-22：00";"独处一隅的大堂吧环境幽静，是商务洽谈、休闲相聚的理想空间。日间可享用茶点，傍晚伴随着轻柔的烛光以及美妙悦耳的钢琴曲与朋友轻谈浅酌，让您感受到繁华中的宁静。营业时间：10:00 - 00:00座位: 90个";"-";"";"";0
124;"杭州";"杭州千岛湖滨江希尔顿度假酒店";"0571-6508 6666";"浙江省杭州市淳安县千岛湖环湖北路600号";"泛亚餐厅";" 65086666-8719";"千岛湖环湖北路600号滨江希尔顿度假酒店3楼";"11:00-14:00";"舒适优雅的特色餐厅为您提供地道的东南亚美食，在热带水果散发的清香气息中，畅想亚细亚海滨旖旎风光；您足不出户，便可畅饮原汁原味的东南亚国家特色啤酒，疲劳尽消，让时光静静驻留。营业时间：午餐时间：上午11点至下午2点晚餐时间：下午5点至晚上9点30";"150";"";"";0
125;"杭州";"杭州千岛湖滨江希尔顿度假酒店";"0571-6508 6666";"浙江省杭州市淳安县千岛湖环湖北路600号";"一品阁";" 0571-65086666";"环湖北路600号希尔顿度假酒店内";"尚无营业时间";"在堂皇雅致的中餐厅，享受地道的粤式盛宴、杭州、宁波等极富地域特色的菜式，所有菜品以新鲜的千岛湖湖鲜和有机蔬菜为原料，佐以大厨独门烹调方法精心制作，定会令您回味无穷。营业时间：午餐时间：上午11点至下午2点晚餐时间：下午5点至晚上9点";"213";"";"";0
126;"杭州";"杭州千岛湖滨江希尔顿度假酒店";"0571-6508 6666";"浙江省杭州市淳安县千岛湖环湖北路600号";"大堂酒廊";"";"";"";"拥有自然采光的大堂吧，这里充满了令您食指大动的各色茶点，一杯醇香咖啡，一场午后闲聚，为您找到假日时光的悠闲与自由。夜幕降临时，自制的鸡尾酒和爵士乐队表演，让您铭记一个神秘而惬意的假日之夜。营业时间：上午10点至晚上12点";"";"";"";0
127;"杭州";"杭州千岛湖滨江希尔顿度假酒店";"0571-6508 6666";"浙江省杭州市淳安县千岛湖环湖北路600号";"壹咖啡";" 65086666-8706";"千岛湖环湖北路600号滨江希尔顿度假酒店内";"尚无营业时间";"格调时尚、活力清新的全日餐厅，为您提供自助式三餐及欧陆式为主的全天零点，特设儿童菜单以及房间送餐服务，满足不同客人的用餐需求。琳琅满目的自助中西式菜肴，烹调师明档厨房现场烹调，令您尽情体验多元化风味美食，伴有独特的千岛湖美景，带您尽享视觉与味觉的双重盛宴。 营业时间：上午6点30至晚上12点";"147";"";"";0
128;"杭州";"杭州和达希尔顿逸林酒店";"(86 571) 8989 8888";"杭州市经济技术开发区金沙大道600号";"E咖啡全日餐厅";" 0571-89898888";"金沙大道600号";"早餐：周一至周五：6:00~10:30 周六至周日：6:00~11:00午餐：周一至周日：11:30~14:00晚餐：周一至周日：17:30~22:00零点：周一至周日：6:00~24:00";"E咖啡是供应早、中、晚三餐的全日餐厅。美味的自助早餐包含按需烹制的煎蛋卷。您可在轻松氛围中，品尝众多以新鲜食材制备的缤纷美食，满满的创意、个性化的服务和杰出的性价比一定会让您惊喜。早餐：周一至周五6:00到10:30         周六及周日 6:00到11:00午餐：每天11:30到14:00晚餐：每天17:30到22:00预订电话：0571-89895006";"190";"";"";0
129;"杭州";"杭州和达希尔顿逸林酒店";"(86 571) 8989 8888";"杭州市经济技术开发区金沙大道600号";"和园中餐厅";" 0571-89898888";"金沙大道600号";"午餐：10:00~14:00晚餐：17:00~21:30";"高雅、精致的中餐厅共有12个包厢，每日提供午餐和晚餐，是您商务宴请的最佳选择。菜式以纯正杭州风味与浙江特色为主。在这里，您还可以品尝到出自东海最新鲜的海产。午餐：每天10:00到14:00晚餐：每天17:00到21:30预订电话：0571-89895008";"187";"";"";0
130;"杭州";"杭州和达希尔顿逸林酒店";"(86 571) 8989 8888";"杭州市经济技术开发区金沙大道600号";"美食店";" 0571-89898888";"金沙大道600号和达希尔顿逸林酒店";"尚无营业时间";"美食屋坐落在酒店的大堂中，这里提供咖啡、新鲜果汁、各式其他饮品和轻便美食，包括早餐松饼、沙拉、三明治和水果等。预订热线：0571-89898888";"-";"";"";0
131;"杭州";"杭州和达希尔顿逸林酒店";"(86 571) 8989 8888";"杭州市经济技术开发区金沙大道600号";"大堂酒廊";"";"";"";"大堂酒廊纵观整个酒店大堂，是与同事在会后小聚、交流的最佳地点，或者也可以在一整天的旅行之后到这里放松片刻。每天17:00到18:00的欢乐时光期间，大堂酒廊将提供美味可口的小吃和我们特色的逸林酒店招牌鸡尾酒。预订热线：0571-89898888";"";"";"";0
132;"青岛";"青岛金沙滩希尔顿酒店";"+86 532 8315 0000";"中国青岛经济技术开发区嘉陵江东路1号";"金沙滩全日餐厅";" 83150000-8368 0532-83150000";"嘉陵江东路1号";"11:30-14:00；17:30-22:00";"我们致力于提高您的入住体验。金沙滩全日制餐厅将于11月2日关闭修整，给您带来的不便敬请谅解。一日之计在于晨。在这间全日制餐厅里一边品尝由顶级厨师烹制的丰盛早餐，一边欣赏美丽的海景和园林，开始美好的一天。至于午餐和晚餐，除了美味可口的国际特色菜肴外，餐厅还提供种类繁多的葡萄酒供您佐餐选用。6岁以下儿童免费，6岁-12岁以下儿童半价，12岁以上全价！营业时间：每日早餐   6:30~10:30每日午餐 11:30~14:00每日晚餐 17:30~22:00餐厅地点：酒店一层预订电话：+86 532 8315 0000转8318、8319";"160";"";"";0
133;"青岛";"青岛金沙滩希尔顿酒店";"+86 532 8315 0000";"中国青岛经济技术开发区嘉陵江东路1号";"胶澳中餐厅";" 0532-86750689";"黄岛区经济技术开发区嘉陵江东路1号";"11:30-14:00,17:30-22:00";" 在这间时尚的餐厅里品尝正宗的鲁菜及粤菜佳肴。餐厅内设20间豪华雅致的私人包间以及若干零点坐席大厅，势必为您带来难忘的用餐体验。 营业时间： 每日11:00~22:00餐厅地点： 酒店二层预订电话：86 532 8315 0000 转 8388、8389";"-";"";"";0
134;"青岛";"青岛金沙滩希尔顿酒店";"+86 532 8315 0000";"中国青岛经济技术开发区嘉陵江东路1号";"大堂吧";" 0532-83150000 0532-83158068";"经济技术开发区嘉陵江东路1号";"尚无营业时间";" 该休闲吧提供各种咖啡、茶、特色鸡尾酒以及精致的美食小点，是商务洽谈或与亲友聚会的绝佳场所。营业时间：10:00~24:00地点：酒店一层预订电话： +86 532 38315 0000 转 8068、8069";"-";"";"";0
135;"青岛";"青岛金沙滩希尔顿酒店";"+86 532 8315 0000";"中国青岛经济技术开发区嘉陵江东路1号";"醇味特色餐厅";" 0532-86750268";"嘉陵江东路1号";"尚无营业时间";"餐厅拥有一个互动式的开放厨房，现场提供以本地食材制作的各种精美菜肴，此外，高档葡萄酒和优质的服务，必定让您的用餐体验锦上添花。营业时间：每周三至周日 17:00-22:00";"-";"";"";0
136;"青岛";"青岛即墨希尔顿逸林酒店";"+86 (532) 8850 8888";"中国山东省青岛即墨市新兴路79号";"“開”全日制西餐厅";"";"";"";"位于酒店2楼从拥有开放式厨房的全日制西餐厅开启您的完美一天，富有创意的大厨们精选各地食材，提供包括传统中式风味、精选亚洲美食及经典西式烹饪在内的环球自助佳肴及零点菜品供您选择；餐厅内的咖啡馆及酒坊适合您与好友相约，开怀畅饮。";"";"";"";0
137;"青岛";"青岛即墨希尔顿逸林酒店";"+86 (532) 8850 8888";"中国山东省青岛即墨市新兴路79号";"“御玺”中餐厅";"";"";"";"位于酒店3楼餐厅的灵感源自古代君王之印，象征着承诺与力量。主理以烹制海鲜和时蔬见长的胶东菜，注重原汁原味，口味咸鲜；辅以淮扬菜及粤菜为您提供更多口味选择。餐厅拥有15个装饰典雅的包房，其中最大包房餐桌可容纳26人同时用餐。";"";"";"";0
138;"青岛";"青岛即墨希尔顿逸林酒店";"+86 (532) 8850 8888";"中国山东省青岛即墨市新兴路79号";"SAKAYA";"";"";"";"位于酒店2楼源于日式居酒屋的餐厅概念，以日式传统鸟烧为主，新鲜味美的刺身亦是您不可错过的东瀛风情。浓郁日式风情的建筑设计，清新淡雅，让您身处闹市却又独享恬淡。";"";"";"";0
139;"青岛";"青岛即墨希尔顿逸林酒店";"+86 (532) 8850 8888";"中国山东省青岛即墨市新兴路79号";"CHA吧";"";"";"";"位于酒店1楼品味全球各地精选茶品，佐以精致茶点，无疑是城中度过悠闲时光的绝佳之地。夜幕降临，轻酌醇厚或清爽的特调鸡尾酒，体验微醺时光的美妙。";"";"";"";0
140;"南京";"南京万达希尔顿酒店";"025-8665 8888";"中国南京建邺区江东中路100号";"劲吧";" 86658888-6238";"江东中路100号南京万达希尔顿酒店一楼";"11：30-次日01：00";"潮流时尚、气氛热烈的酒吧，尽情畅饮世界美酒。营业时间:中午11点30至凌晨1点享激情运动，品冰爽扎啤。邀约三五好友在劲吧来一场台球，享受一站式娱乐服务。活色生香夜，精彩各不同，周一至周日每晚5点至8点欢乐时光，更有饮品买一送一。位置: 一层预订及垂询：025 86658888-6236 ";"109";"";"";0
141;"南京";"南京万达希尔顿酒店";"025-8665 8888";"中国南京建邺区江东中路100号";"“秋境”大堂吧";" 025-86658888";"江东中路100号万达希尔顿酒店内";"尚无营业时间";"无论是餐前的浅斟小酌，还是好友间的畅谈小聚，秋境是您的绝妙之选。营业时间:每天中午12点至凌晨位置: 一层预订及垂询：025 86658888-6238 ";"-";"";"";0
142;"南京";"南京万达希尔顿酒店";"025-8665 8888";"中国南京建邺区江东中路100号";"“汇”全日西餐厅";" 025-86658888";"江东中路100号万达希尔顿酒店1楼";"17:30-21:00";"沐浴在临街的自然阳光里，品味用上等原料精制而成的中西美食。精选生猛稀有特色海鲜，无污染的深海蟹和大虾，味鲜而质嫩；帝王蟹脚，质润而色艳；新鲜青口，粒粒饱满让人无法抗拒；生蚝，色纯而口愉；三文鱼，肉坚而滑爽；原只青龙口贪而赏心。在海鲜的烹制上，大厨结合东南亚烹制深海海鮮成功经验，在保留海鲜原汁原味的同时，还在菜肴的色、香、味、形上下功夫，大胆地进行创新，并融入了西餐、日餐和东南亚餐等一些国际风味和烹饪方法，独创令人垂涎三尺的佳肴，让您体验最前卫的味蕾感受。 主题自助晚餐周一&周二：环球国际美食周三至周五：德克萨斯烧烤周六&周日：&ldquo;蚝&rdquo;门盛宴RMB268+%15服务费每位 团购价RMB228净价每位营业时间：每日下午5：30至9:00 位置: 酒店一层预订及垂询：025 86658888-6222";"203";"";"";0
143;"南京";"南京万达希尔顿酒店";"025-8665 8888";"中国南京建邺区江东中路100号";"“粤扬”中餐厅";" 025-86658888";"江东中路100号万达希尔顿酒店内";"11:30-13:30 17:30-21:30";"荣获《美食与美酒》杂志颁发2013年度《Best 50 中国最佳餐厅》私人包房环境典雅，主营中国特色美食，如自制点心、烧烤以及丰富多样的海鲜及河鲜。 精品中餐淮扬菜 套餐RMB300/位起：广纳淮扬名肴，蒸煮极致风味。名厨主理，为您倾心尽献精品淮扬，让地道风味荡漾唇齿间。赏珍馐，品臻意.....营业时间：每天下午5：30-9:30 ";"166";"";"";0
144;"南京";"南京万达希尔顿酒店";"025-8665 8888";"中国南京建邺区江东中路100号";"夜泰美泰餐厅";"";"";"";"探索异域风情，感知奇妙迷炫泰国知名主厨Sakon Sangsrikaew,在六楼夜泰美泰餐厅倾情打造，为每一位热衷泰式美味的美食家们奉上原汁原味的泰国美食，开启一段活色生香的泰食之旅。营业时间:午餐:中午11:30 至下午1:30晚餐: 下午5点30至晚上9点30位置: 酒店六层预订及垂询：025 8665 8888-6266";"";"";"";0
145;"南京";"南京世茂滨江希尔顿酒店";"025-8315 8888";"江苏省南京市鼓楼区淮滨路1号";"大堂吧";" 025-83158888";"淮滨路1号1楼";"尚无营业时间";"位于酒店大堂，闲适怡人的大堂吧全天候提供各种鸡尾酒、精致点心、小食和下午茶。";"-";"";"";0
146;"南京";"南京世茂滨江希尔顿酒店";"025-8315 8888";"江苏省南京市鼓楼区淮滨路1号";"悦河吧";"";"";"";"位于酒店大堂的悦河吧是我们当代风格的酒吧，是您理想的商谈或小聚之处。用一支冰啤放松身心，尝试最新的鸡尾酒，或是品味现磨咖啡的醇香，都能令您倍感惬意。 ";"";"";"";0
147;"南京";"南京世茂滨江希尔顿酒店";"025-8315 8888";"江苏省南京市鼓楼区淮滨路1号";"悦河咖啡厅";" 025-83158888";"淮滨路1号世茂滨江希尔顿酒店一楼";"早上6:00-晚上9：30";"悦河咖啡厅为全日餐厅，集中西方美食之精华，全天候为客人提供精致的零点或自助。流线型的装修风格现代又不失典雅，宽敞明亮的用餐环境定给您带来独一无二的用餐体验。";"127";"";"";0
148;"南京";"南京世茂滨江希尔顿酒店";"025-8315 8888";"江苏省南京市鼓楼区淮滨路1号";"德里饼屋";" 025-83158888";"淮滨路1号南京世茂滨江希尔顿酒店";"尚无营业时间";"位于一楼的德里饼屋供应酒店新鲜出炉的点心、蛋糕、面包、甜品以及自制的各种进口冷盘、巧克力和奶酪，令您回味无穷。 ";"-";"";"";0
149;"南京";"南京世茂滨江希尔顿酒店";"025-8315 8888";"江苏省南京市鼓楼区淮滨路1号";"明轩";" 025-83158888";"淮滨路世茂滨江希尔顿酒店内";"11:30-14:3017:30-22:30";"明轩中餐厅荟萃了粤菜与淮阳菜系的精华。广阔的视野加上顶楼的独特位置，使明轩中餐厅成为包揽扬子江美景的绝佳选择。餐厅内装饰优雅尊贵，另配有12间贵宾专享的包厢和1间专门的VIP休息室，无论商务宴请，还是私人聚会的理想场所。 ";"174";"";"";0
150;"泰州";"江苏泰州万达希尔顿逸林酒店";"0523-8669 9999";"江苏省泰州市海陵区济川东路222号";"梧桐中餐厅";"";"";"";"典雅、安静的梧桐、菩提餐厅午晚餐主营经典中式美食包括粤菜、潮州菜（包括燕、参、鲍、肚）及多种选择的生猛河、海鲜，同时包括淮扬菜和泰州菜及其他地域传统美食。 午餐：上午11:00至下午14:00晚餐：下午17:00至晚上21:30";"";"";"";0
151;"泰州";"江苏泰州万达希尔顿逸林酒店";"0523-8669 9999";"江苏省泰州市海陵区济川东路222号";"味餐厅";"";"";"";"这个生活化的西餐厅设计别致而现代，提供高品质的咖啡、茶，健康饮品以及中西美味的完美结合，让您感觉舒适。大厅设计典雅而现代，让您感觉休闲而热情。餐厅内设有时尚、现代的开放式厨房，并且有精美的自助餐展示台。营业时间：06：30 - 23：0006：30 - 10：30 自助早餐06：30 - 11：00 自助早餐（周末） 17：30 - 21：00 自助晚餐 ";"";"";"";0
152;"泰州";"江苏泰州万达希尔顿逸林酒店";"0523-8669 9999";"江苏省泰州市海陵区济川东路222号";"红吧";"";"";"";"浓郁的运动激情、正宗的扎啤、美味的汉堡、时尚的氛围风靡泰州城！飞镖、台球等休闲娱乐项目应有尽有、超清大屏直播各类体育赛事，更是体育迷们不容错过的选择！营业时间：17：00-00：00";"";"";"";0
153;"泰州";"江苏泰州万达希尔顿逸林酒店";"0523-8669 9999";"江苏省泰州市海陵区济川东路222号";"林廊";"";"";"";"林廊是您在会议之后和同事们开怀放松的好去处，或者在长途奔波之后在这里小歇片刻也是不错的选择，您可在此享受一壶美味的本地茶或当地最好的咖啡。无论是在白天或夜晚，同时提供美味诱人的蛋糕和甜品。营业时间：09:00-00:00";"";"";"";0
154;"莆田";"莆田三迪希尔顿逸林酒店";"(0)594 235 8888";"福建省莆田市城厢区荔城中大道2276号";"御玺中餐厅";" 0594-2358888";"荔城中大道2276号三迪希尔顿逸林酒店2楼";"11:30 — 14:30 17:30 — 22:00";"御玺中餐厅是希尔顿逸林中国区第一家以“御玺”主题特色的中餐厅。致力打造成为莆田最顶尖的中餐厅，全城最高端的餐饮场所。中餐厅总共有256个座位，大堂可容纳60个座位，另设15个贵宾包厢。菜系以粤菜及闽菜为主，餐厅菜品受中国八大菜系的启发，以味为纲，完美展现菜品独到的清鲜、淡雅。 营业时间： 午餐：11:30 &mdash; 14:30 晚餐: 17:30 &mdash; 22:00席位数： 256个座位地点： 酒店二层 ";"-";"";"";0
